Label,Aquaintance,Friend,Study,Support,Politics,OldFriend,Grade,LeftRight,Group,Migration Culture,Migration Economy
u5b,"['rji', 'zfv', 'cav', '1k3', '7mf', 'poi', '8ke', 'bjp', 'l7r', 'i9d', 'h3h', '30d', 'oae']","['rji', 'zfv', 'cav', '1k3', '7mf', 'poi', '8ke', 'bjp', 'l7r', 'i9d', 'h3h', '30d', 'oae']","['1k3', '8ke', 'bjp', 'l7r', 'h3h', '30d']","['rji', '1k3', '8ke', 'bjp', 'l7r', 'i9d', 'h3h', '30d']","['1k3', '7mf', '8ke', 'l7r']",[],"[('rji', 2.7), ('zfv', 2.7), ('cav', 2.7), ('1k3', 2.7), ('7mf', 2.7), ('poi', 2.7), ('8ke', 2.7), ('bjp', 2.7), ('l7r', 2.7), ('i9d', 2.7), ('h3h', 2.7), ('30d', 2.7), ('oae', 2.7)]","[('rji', 6.0), ('zfv', 5.0), ('cav', 4.0), ('1k3', 3.0), ('7mf', 3.0), ('poi', 3.0), ('8ke', 3.0), ('bjp', 6.0), ('l7r', 3.0), ('i9d', 4.0), ('h3h', 3.0), ('30d', 3.0), ('oae', 4.0)]","[('rji', 1.0), ('zfv', 1.0), ('cav', 1.0), ('1k3', 3.0), ('7mf', 1.0), ('poi', 2.0), ('8ke', 1.0), ('bjp', 1.0), ('l7r', 1.0), ('i9d', 1.0), ('h3h', 1.0), ('30d', 1.0), ('oae', 1.0)]","[('rji', 2.0), ('zfv', 2.0), ('cav', 2.0), ('1k3', 2.0), ('7mf', 2.0), ('poi', 2.0), ('8ke', 2.0), ('bjp', 2.0), ('l7r', 2.0), ('i9d', 2.0), ('h3h', 2.0), ('30d', 2.0), ('oae', 2.0)]","[('rji', 6.0), ('zfv', 6.0), ('cav', 6.0), ('1k3', 6.0), ('7mf', 6.0), ('poi', 6.0), ('8ke', 6.0), ('bjp', 6.0), ('l7r', 6.0), ('i9d', 6.0), ('h3h', 6.0), ('30d', 6.0), ('oae', 6.0)]"
5ga,['kfs'],['kfs'],[],[],[],[],"[('kfs', 1.0)]","[('kfs', 6.0)]","[('kfs', 1.0)]","[('kfs', 1.0)]","[('kfs', 5.0)]"
qyx,[],[],[],[],[],[],[],[],[],[],[]
wom,"['cav', '0fo', 'e42', 'hro', 'ayq', 'yyj']","['cav', '0fo', 'e42', 'hro', 'ayq', 'yyj']","['cav', '0fo']","['cav', '0fo', 'e42', 'hro', 'ayq', 'yyj']",[],['0fo'],"[('cav', 2.0), ('0fo', 2.0), ('e42', 2.0), ('hro', 2.0), ('ayq', 2.0), ('yyj', 2.0)]","[('cav', 5.0), ('0fo', 6.0), ('e42', 6.0), ('hro', 5.0), ('ayq', 5.0), ('yyj', 5.0)]","[('cav', 1.0), ('0fo', 1.0), ('e42', 1.0), ('hro', 1.0), ('ayq', 1.0), ('yyj', 1.0)]","[('cav', 5.0), ('0fo', 5.0), ('e42', 4.0), ('hro', 4.0), ('ayq', 4.0), ('yyj', 4.0)]","[('cav', 2.0), ('0fo', 2.0), ('e42', 4.0), ('hro', 4.0), ('ayq', 4.0), ('yyj', 5.0)]"
kfs,"['hxt', 'g1x', 'xkh']",['hxt'],[],['xkh'],['xkh'],['g1x'],"[('hxt', 4.0), ('g1x', 4.0), ('xkh', 4.0)]","[('hxt', 5.0), ('g1x', 5.0), ('xkh', 5.0)]",[],"[('hxt', 4.0), ('g1x', 4.0), ('xkh', 4.0)]","[('hxt', 4.0), ('g1x', 4.0), ('xkh', 4.0)]"
qoh,"['20r', 'mjb', 'i8x']","['20r', 'mjb', 'i8x']",[],[],[],[],"[('20r', 2.0), ('mjb', 2.0), ('i8x', 2.0)]","[('20r', 4.0), ('mjb', 4.0), ('i8x', 4.0)]",[],"[('20r', 3.0), ('mjb', 3.0), ('i8x', 3.0)]","[('20r', 6.0), ('mjb', 6.0), ('i8x', 6.0)]"
8ke,"['rji', '1a7', 'bjp', '30d', 'n64', '98q', 'vrj', 'poi', 'cx9', 'nre', 'u5b', 'l7r', '3z0']","['rji', 'bjp', '30d', 'u5b', 'l7r', '3z0']","['1a7', 'vrj', '3z0']","['bjp', '3z0']","['1a7', 'cx9', '3z0']",[],"[('rji', 3.0), ('1a7', 2.0), ('30d', 2.7), ('n64', 4.0), ('98q', 3.0), ('vrj', 3.3), ('poi', 2.0), ('cx9', 3.3), ('nre', 2.3), ('u5b', 3.0), ('l7r', 3.0), ('3z0', 2.0)]","[('rji', 7.0), ('1a7', 6.0), ('bjp', 6.0), ('30d', 5.0), ('n64', 4.0), ('98q', 6.0), ('vrj', 8.0), ('poi', 3.0), ('cx9', 7.0), ('nre', 4.0), ('u5b', 5.0), ('l7r', 7.0), ('3z0', 4.0)]","[('rji', 1.0), ('1a7', 4.0), ('bjp', 1.0), ('30d', 1.0), ('98q', 2.0), ('vrj', 2.0), ('poi', 3.0), ('cx9', 2.0), ('u5b', 1.0), ('l7r', 1.0), ('3z0', 4.0)]","[('rji', 5.0), ('1a7', 4.0), ('bjp', 5.0), ('30d', 3.0), ('n64', 2.0), ('98q', 5.0), ('vrj', 5.0), ('poi', 3.0), ('cx9', 5.0), ('nre', 4.0), ('u5b', 5.0), ('l7r', 5.0), ('3z0', 2.0)]","[('rji', 3.0), ('1a7', 3.0), ('bjp', 5.0), ('30d', 5.0), ('n64', 5.0), ('98q', 3.0), ('vrj', 4.0), ('poi', 5.0), ('cx9', 5.0), ('nre', 5.0), ('u5b', 5.0), ('l7r', 4.0), ('3z0', 6.0)]"
2fc,"['cuz', 'li1']",['li1'],['cuz'],['li1'],[],[],"[('cuz', 2.7), ('li1', 2.7)]","[('cuz', 8.0), ('li1', 4.0)]","[('cuz', 1.0), ('li1', 1.0)]","[('cuz', 3.0), ('li1', 3.0)]","[('cuz', 3.0), ('li1', 5.0)]"
l7r,"['rji', 'h3h', '30d', 'poi', 'cx9', '8ke', 'zfv', 'bjp', 'cav', 'u5b', 'i9d']","['rji', 'h3h', '30d', 'poi', 'cx9', '8ke', 'zfv', 'bjp', 'cav', 'u5b', 'i9d']","['rji', 'h3h', '30d', 'poi', 'cx9', '8ke', 'zfv', 'bjp', 'cav', 'u5b', 'i9d']","['rji', 'h3h', '30d', 'poi', 'cx9', '8ke', 'zfv', 'bjp', 'cav', 'u5b', 'i9d']",[],[],"[('rji', 3.0), ('h3h', 3.0), ('30d', 3.0), ('poi', 3.0), ('cx9', 3.0), ('8ke', 3.0), ('zfv', 3.0), ('bjp', 3.0), ('cav', 3.0), ('u5b', 3.0), ('i9d', 3.0)]","[('rji', 3.0), ('h3h', 3.0), ('30d', 3.0), ('poi', 3.0), ('cx9', 3.0), ('8ke', 3.0), ('zfv', 3.0), ('bjp', 3.0), ('cav', 3.0), ('u5b', 3.0), ('i9d', 3.0)]","[('rji', 1.0), ('h3h', 1.0), ('30d', 1.0), ('poi', 1.0), ('cx9', 1.0), ('8ke', 1.0), ('zfv', 1.0), ('bjp', 1.0), ('cav', 1.0), ('u5b', 1.0), ('i9d', 1.0)]","[('rji', 2.0), ('h3h', 2.0), ('30d', 2.0), ('poi', 2.0), ('cx9', 2.0), ('8ke', 2.0), ('zfv', 2.0), ('bjp', 2.0), ('cav', 2.0), ('u5b', 2.0), ('i9d', 2.0)]","[('rji', 6.0), ('h3h', 6.0), ('30d', 6.0), ('poi', 6.0), ('cx9', 6.0), ('8ke', 6.0), ('zfv', 6.0), ('bjp', 6.0), ('cav', 6.0), ('u5b', 6.0), ('i9d', 6.0)]"
685,"['it8', '1zx', '5sz', 'bty', '4w0']","['it8', '1zx', '5sz', 'bty', '4w0']",[],[],[],[],"[('it8', 2.3), ('1zx', 1.3), ('5sz', 2.0), ('bty', 3.7), ('4w0', 3.7)]","[('it8', 4.0), ('1zx', 4.0), ('5sz', 4.0), ('bty', 4.0), ('4w0', 4.0)]","[('it8', 1.0), ('1zx', 2.0), ('5sz', 2.0), ('bty', 2.0), ('4w0', 2.0)]","[('it8', 2.0), ('1zx', 2.0), ('5sz', 2.0), ('bty', 2.0), ('4w0', 2.0)]","[('it8', 5.0), ('1zx', 6.0), ('5sz', 6.0), ('bty', 6.0), ('4w0', 6.0)]"
m80,"['wep', 'vug', '20r', 'hyf']","['wep', 'vug', '20r', 'hyf']",[],[],[],[],"[('wep', 1.7), ('vug', 2.0), ('20r', 4.0), ('hyf', 2.3)]","[('wep', 5.0), ('vug', 4.0), ('20r', 4.0), ('hyf', 5.0)]","[('wep', 1.0), ('vug', 1.0), ('20r', 1.0), ('hyf', 1.0)]","[('wep', 3.0), ('vug', 3.0), ('20r', 6.0), ('hyf', 3.0)]","[('wep', 5.0), ('vug', 5.0), ('20r', 2.0), ('hyf', 4.0)]"
9jr,"['8lm', 'uqn', '3dg', 'cp4', 'joy', 'qlq']","['8lm', 'uqn', '3dg', 'cp4', 'joy', 'qlq']",['8lm'],['8lm'],[],[],"[('8lm', 3.0), ('uqn', 3.0), ('3dg', 2.7), ('cp4', 2.3), ('joy', 2.3), ('qlq', 2.3)]","[('8lm', 7.0), ('uqn', 7.0), ('3dg', 7.0), ('cp4', 7.0), ('joy', 6.0), ('qlq', 4.0)]","[('8lm', 1.0), ('uqn', 1.0), ('3dg', 1.0), ('cp4', 1.0), ('joy', 2.0), ('qlq', 1.0)]","[('8lm', 4.0), ('uqn', 4.0), ('3dg', 4.0), ('cp4', 4.0), ('joy', 4.0), ('qlq', 4.0)]","[('8lm', 4.0), ('uqn', 4.0), ('3dg', 4.0), ('cp4', 4.0), ('joy', 4.0), ('qlq', 4.0)]"
i9d,"['3rt', 'u5b', 'zfv', 'fyg', 'cav', '30d', '7mf', '8ke', 'bjp', 'l7r', '685', 'cx9']","['3rt', 'u5b', 'zfv', 'fyg', 'cav', '30d', '8ke', 'l7r', '685']","['3rt', 'cav', 'l7r']","['3rt', 'u5b', 'cav', 'l7r']","['3rt', 'fyg', '7mf', 'cx9']",[],"[('3rt', 2.0), ('u5b', 2.7), ('zfv', 2.7), ('fyg', 2.3), ('cav', 2.3), ('30d', 2.3), ('7mf', 2.0), ('8ke', 2.3), ('bjp', 2.7), ('l7r', 3.0), ('685', 3.0), ('cx9', 3.0)]","[('3rt', 4.0), ('u5b', 4.0), ('zfv', 4.0), ('fyg', 6.0), ('cav', 5.0), ('30d', 5.0), ('7mf', 8.0), ('8ke', 7.0), ('bjp', 5.0), ('l7r', 4.0), ('685', 6.0), ('cx9', 7.0)]","[('3rt', 1.0), ('u5b', 2.0), ('zfv', 2.0), ('fyg', 1.0), ('cav', 2.0), ('30d', 2.0), ('7mf', 5.0), ('8ke', 2.0), ('bjp', 2.0), ('l7r', 2.0), ('685', 3.0), ('cx9', 4.0)]","[('3rt', 2.0), ('u5b', 2.0), ('zfv', 3.0), ('fyg', 2.0), ('cav', 2.0), ('30d', 3.0), ('7mf', 5.0), ('8ke', 4.0), ('bjp', 3.0), ('l7r', 2.0), ('685', 2.0), ('cx9', 3.0)]","[('3rt', 6.0), ('u5b', 5.0), ('zfv', 6.0), ('fyg', 5.0), ('cav', 6.0), ('30d', 5.0), ('7mf', 3.0), ('8ke', 4.0), ('bjp', 5.0), ('l7r', 5.0), ('685', 6.0), ('cx9', 6.0)]"
fw2,['scs'],['scs'],[],[],[],[],"[('scs', 2.0)]","[('scs', 5.0)]","[('scs', 1.0)]","[('scs', 3.0)]","[('scs', 6.0)]"
9im,[],[],[],[],[],[],[],[],[],[],[]
fyg,"['3rt', 'i9d', '1ey']","['3rt', 'i9d', '1ey']",[],"['3rt', 'i9d', '1ey']","['3rt', '1ey']",[],"[('3rt', 2.0), ('i9d', 2.3), ('1ey', 2.3)]","[('3rt', 3.0), ('i9d', 2.0), ('1ey', 4.0)]","[('3rt', 1.0), ('i9d', 1.0), ('1ey', 1.0)]","[('3rt', 1.0), ('i9d', 2.0), ('1ey', 1.0)]","[('3rt', 6.0), ('i9d', 5.0), ('1ey', 6.0)]"
n64,"['hyf', 'vug', 'upq', '6z8', 'nre', '98q', 'oev', 'i8x', 'r9o']","['hyf', 'vug', 'upq', '6z8', 'nre', '98q', 'oev', 'i8x', 'r9o']",['6z8'],"['hyf', 'vug', 'upq', '6z8', 'nre', '98q', 'oev', 'i8x']",[],[],"[('hyf', 0), ('vug', 0), ('upq', 0), ('6z8', 0), ('nre', 0), ('98q', 0), ('oev', 0), ('i8x', 0), ('r9o', 0)]","[('hyf', 3.0), ('vug', 3.0), ('upq', 3.0), ('6z8', 3.0), ('nre', 3.0), ('98q', 3.0), ('oev', 3.0), ('i8x', 3.0), ('r9o', 3.0)]","[('hyf', 1.0), ('vug', 1.0), ('upq', 1.0), ('6z8', 1.0), ('nre', 1.0), ('98q', 1.0), ('oev', 1.0), ('i8x', 3.0), ('r9o', 4.0)]","[('hyf', 1.0), ('vug', 1.0), ('upq', 1.0), ('6z8', 1.0), ('nre', 1.0), ('98q', 1.0), ('oev', 1.0), ('i8x', 1.0), ('r9o', 1.0)]","[('hyf', 0.0), ('vug', 0.0), ('upq', 0.0), ('6z8', 0.0), ('nre', 0.0), ('98q', 0.0), ('oev', 0.0), ('i8x', 0.0), ('r9o', 0.0)]"
3z0,"['8ke', '1a7', 'vug', '98q', 'i8x', 'pkl']","['8ke', '1a7', 'vug', '98q', 'i8x', 'pkl']","['8ke', '1a7']","['8ke', 'pkl']","['8ke', '1a7', 'i8x']",[],"[('8ke', 3.3), ('1a7', 2.7), ('vug', 3.3), ('98q', 3.3), ('i8x', 2.3), ('pkl', 2.0)]","[('8ke', 3.0), ('1a7', 4.0), ('vug', 3.0), ('98q', 3.0), ('i8x', 2.0), ('pkl', 4.0)]","[('8ke', 1.0), ('1a7', 1.0), ('vug', 2.0), ('98q', 2.0), ('i8x', 1.0), ('pkl', 3.0)]","[('8ke', 1.0), ('1a7', 1.0), ('vug', 1.0), ('98q', 1.0), ('i8x', 1.0), ('pkl', 1.0)]","[('8ke', 7.0), ('1a7', 6.0), ('vug', 6.0), ('98q', 6.0), ('i8x', 7.0), ('pkl', 6.0)]"
8dw,['f4b'],['f4b'],['f4b'],['f4b'],['f4b'],['f4b'],"[('f4b', 1.0)]","[('f4b', 5.0)]","[('f4b', 1.0)]","[('f4b', 3.0)]","[('f4b', 5.0)]"
f4b,['8dw'],['8dw'],['8dw'],['8dw'],['8dw'],[],"[('8dw', 0)]","[('8dw', 3.0)]","[('8dw', 2.0)]","[('8dw', 2.0)]","[('8dw', 6.0)]"
qip,"['aq6', '7w1', 'r3x', 'qdi', 'wto']","['aq6', '7w1', 'r3x', 'qdi', 'wto']",[],[],[],[],"[('aq6', 2.7), ('7w1', 2.3), ('r3x', 2.7), ('qdi', 2.3), ('wto', 2.7)]","[('aq6', 4.0), ('7w1', 4.0), ('r3x', 4.0), ('qdi', 4.0), ('wto', 4.0)]","[('aq6', 1.0), ('7w1', 1.0), ('r3x', 1.0), ('qdi', 1.0), ('wto', 1.0)]","[('aq6', 1.0), ('7w1', 1.0), ('r3x', 1.0), ('qdi', 1.0), ('wto', 1.0)]","[('aq6', 7.0), ('7w1', 7.0), ('r3x', 7.0), ('qdi', 7.0), ('wto', 7.0)]"
dky,"['8ql', 'jed', 'q9a']",['8ql'],['8ql'],"['jed', 'q9a']",[],[],"[('8ql', 2.0), ('jed', 1.7), ('q9a', 1.7)]","[('8ql', 4.0), ('jed', 6.0), ('q9a', 6.0)]","[('8ql', 1.0), ('jed', 1.0), ('q9a', 1.0)]","[('8ql', 3.0), ('jed', 3.0), ('q9a', 3.0)]","[('8ql', 6.0), ('jed', 6.0), ('q9a', 6.0)]"
bjp,"['30d', 'f1r', 'f4b', 'un5', '843']","['30d', 'f1r', 'f4b', 'un5', '843']",[],[],[],[],"[('30d', 3.7)]","[('30d', 3.0)]","[('30d', 1.0), ('f1r', 1.0), ('f4b', 1.0), ('un5', 1.0), ('843', 1.0)]","[('30d', 3.0), ('f1r', 3.0), ('f4b', 3.0), ('un5', 3.0), ('843', 3.0)]","[('30d', 2.0), ('f1r', 2.0), ('f4b', 2.0), ('un5', 2.0), ('843', 2.0)]"
39j,"['zme', 'oae', 'pkl', 'e30', 'gpm', 'yo0', 'k8p']","['zme', 'oae', 'pkl', 'e30', 'gpm', 'yo0', 'k8p']","['e30', 'gpm', 'yo0', 'k8p']","['gpm', 'yo0', 'k8p']","['oae', 'e30', 'gpm', 'yo0', 'k8p']",[],"[('zme', 0), ('oae', 0), ('pkl', 1.3), ('e30', 2.0), ('gpm', 1.0), ('yo0', 1.0), ('k8p', 1.3)]","[('zme', 0.0), ('oae', 3.0), ('pkl', 2.0), ('e30', 2.0), ('gpm', 4.0), ('yo0', 3.0), ('k8p', 1.0)]","[('zme', 2.0), ('oae', 2.0), ('pkl', 2.0), ('e30', 1.0), ('gpm', 1.0), ('yo0', 1.0), ('k8p', 1.0)]","[('zme', 1.0), ('oae', 1.0), ('pkl', 1.0), ('e30', 1.0), ('gpm', 1.0), ('yo0', 1.0), ('k8p', 1.0)]","[('zme', 7.0), ('oae', 7.0), ('pkl', 7.0), ('e30', 7.0), ('gpm', 7.0), ('yo0', 7.0), ('k8p', 7.0)]"
mtz,['y03'],['y03'],[],[],[],[],"[('y03', 3.0)]","[('y03', 2.0)]","[('y03', 1.0)]","[('y03', 3.0)]","[('y03', 6.0)]"
hyf,"['3z0', '98q', 'oev', 'vug', 'upq', '6z8', 'nre', 'n64']","['3z0', '98q', 'oev', 'vug', 'upq', '6z8', 'nre', 'n64']","['3z0', '98q', 'oev', 'vug', 'upq', '6z8', 'nre', 'n64']","['oev', 'vug', 'upq', '6z8', 'nre', 'n64']",[],[],"[('3z0', 0), ('98q', 0), ('oev', 0), ('vug', 0), ('upq', 0), ('6z8', 0), ('nre', 0), ('n64', 0)]","[('3z0', 2.0), ('98q', 2.0), ('oev', 2.0), ('vug', 2.0), ('upq', 2.0), ('6z8', 2.0), ('nre', 2.0), ('n64', 2.0)]","[('3z0', 1.0), ('98q', 1.0), ('oev', 1.0), ('vug', 1.0), ('upq', 1.0), ('6z8', 1.0), ('nre', 1.0), ('n64', 1.0)]","[('3z0', 1.0), ('98q', 1.0), ('oev', 1.0), ('vug', 1.0), ('upq', 1.0), ('6z8', 1.0), ('nre', 1.0), ('n64', 1.0)]","[('3z0', 7.0), ('98q', 7.0), ('oev', 7.0), ('vug', 7.0), ('upq', 7.0), ('6z8', 7.0), ('nre', 7.0), ('n64', 7.0)]"
ph3,"['2k4', '8mx', 'fph']","['2k4', '8mx', 'fph']",[],['2k4'],[],[],"[('2k4', 1.3), ('8mx', 1.3), ('fph', 1.3)]","[('2k4', 4.0), ('8mx', 1.0), ('fph', 2.0)]","[('2k4', 1.0), ('8mx', 1.0), ('fph', 1.0)]","[('2k4', 3.0), ('8mx', 1.0), ('fph', 2.0)]","[('2k4', 6.0), ('8mx', 7.0), ('fph', 6.0)]"
1a7,"['vja', '8ke', '3z0']","['vja', '8ke', '3z0']",[],[],[],[],"[('vja', 2.7), ('8ke', 2.3), ('3z0', 1.7)]","[('vja', 4.0), ('8ke', 4.0), ('3z0', 4.0)]","[('vja', 2.0), ('8ke', 1.0), ('3z0', 1.0)]","[('vja', 1.0), ('8ke', 1.0), ('3z0', 1.0)]","[('vja', 6.0), ('8ke', 6.0), ('3z0', 6.0)]"
7w1,"['aq6', 'qip']","['aq6', 'qip']",[],[],[],[],"[('aq6', 2.7), ('qip', 2.7)]","[('aq6', 4.0), ('qip', 4.0)]","[('aq6', 1.0), ('qip', 1.0)]","[('aq6', 2.0), ('qip', 2.0)]","[('aq6', 6.0), ('qip', 6.0)]"
8mx,"['fph', '2k4', 'ph3']","['fph', '2k4', 'ph3']",[],['fph'],[],[],[],"[('fph', 1.0), ('2k4', 4.0), ('ph3', 4.0)]","[('fph', 1.0), ('2k4', 1.0), ('ph3', 1.0)]","[('fph', 1.0), ('2k4', 4.0), ('ph3', 4.0)]","[('fph', 7.0), ('2k4', 4.0), ('ph3', 4.0)]"
swx,[],[],[],[],[],[],[],[],[],[],[]
rvu,['zit'],[],[],['zit'],[],[],"[('zit', 2.0)]","[('zit', 3.0)]","[('zit', 1.0)]","[('zit', 1.0)]","[('zit', 6.0)]"
klf,['1ey'],[],[],[],[],['1ey'],"[('1ey', 2.7)]","[('1ey', 6.0)]","[('1ey', 1.0)]","[('1ey', 2.0)]","[('1ey', 5.0)]"
yo0,"['39j', 'gpm', 'k8p', 'e30', 'pkl']","['39j', 'gpm', 'k8p', 'e30']","['39j', 'gpm', 'k8p', 'e30', 'pkl']",[],"['39j', 'gpm', 'k8p', 'e30']",[],"[('39j', 2.3), ('gpm', 1.3), ('k8p', 2.0), ('e30', 3.3), ('pkl', 2.0)]","[('39j', 2.0), ('gpm', 4.0), ('k8p', 4.0), ('e30', 3.0), ('pkl', 6.0)]","[('39j', 1.0), ('gpm', 1.0), ('k8p', 1.0), ('e30', 1.0), ('pkl', 1.0)]","[('39j', 2.0), ('gpm', 2.0), ('k8p', 2.0), ('e30', 2.0), ('pkl', 2.0)]","[('39j', 7.0), ('gpm', 6.0), ('k8p', 6.0), ('e30', 5.0), ('pkl', 4.0)]"
w10,"['5ul', 'zit', 'fle', 'gd8', 'xfz', 'w9x', 'j0g', '2g7']","['5ul', 'zit', 'fle', 'xfz', 'j0g']",['5ul'],"['5ul', 'j0g']",['5ul'],[],"[('5ul', 0), ('zit', 0), ('fle', 0), ('gd8', 0), ('xfz', 0), ('w9x', 0), ('j0g', 0), ('2g7', 0)]","[('5ul', 5.0), ('zit', 5.0), ('fle', 4.0), ('gd8', 3.0), ('xfz', 4.0), ('w9x', 4.0), ('j0g', 4.0), ('2g7', 5.0)]","[('5ul', 1.0), ('zit', 2.0), ('fle', 2.0), ('gd8', 2.0), ('xfz', 2.0), ('w9x', 2.0), ('j0g', 2.0), ('2g7', 2.0)]","[('5ul', 3.0), ('zit', 3.0), ('fle', 2.0), ('gd8', 1.0), ('xfz', 2.0), ('w9x', 2.0), ('j0g', 2.0), ('2g7', 2.0)]","[('5ul', 5.0), ('zit', 5.0), ('fle', 6.0), ('gd8', 7.0), ('xfz', 6.0), ('w9x', 6.0), ('j0g', 6.0), ('2g7', 5.0)]"
gpm,"['k8p', 'yo0', '39j', 'vja', 'e30', 'pkl']","['k8p', 'yo0', '39j', 'vja']","['k8p', 'yo0', '39j', 'vja', 'e30', 'pkl']",['k8p'],"['k8p', '39j', 'e30']",[],"[('k8p', 1.7), ('yo0', 1.7), ('39j', 2.0), ('vja', 2.7), ('e30', 2.7), ('pkl', 2.3)]","[('k8p', 2.0), ('yo0', 5.0), ('39j', 2.0), ('vja', 2.0), ('e30', 3.0), ('pkl', 5.0)]","[('k8p', 1.0), ('yo0', 1.0), ('39j', 1.0), ('vja', 2.0), ('e30', 1.0), ('pkl', 1.0)]","[('k8p', 1.0), ('yo0', 1.0), ('39j', 1.0), ('vja', 1.0), ('e30', 1.0), ('pkl', 1.0)]","[('k8p', 7.0), ('yo0', 5.0), ('39j', 7.0), ('vja', 7.0), ('e30', 6.0), ('pkl', 5.0)]"
1k3,"['pgw', 'zrm', 'g8f', '1ds']","['pgw', 'zrm', 'g8f', '1ds']",[],[],[],[],"[('pgw', 2.3), ('zrm', 1.7), ('g8f', 2.0), ('1ds', 2.7)]","[('pgw', 4.0), ('zrm', 7.0), ('g8f', 5.0), ('1ds', 4.0)]","[('pgw', 1.0), ('zrm', 1.0), ('g8f', 1.0), ('1ds', 1.0)]","[('pgw', 5.0), ('zrm', 6.0), ('g8f', 3.0), ('1ds', 4.0)]","[('pgw', 6.0), ('zrm', 7.0), ('g8f', 6.0), ('1ds', 1.0)]"
i49,"['obm', '7a9', 'n3q']","['obm', '7a9']","['obm', '7a9', 'n3q']",['n3q'],['7a9'],[],"[('obm', 3.7), ('7a9', 4.0), ('n3q', 3.3)]","[('obm', 4.0), ('7a9', 5.0), ('n3q', 7.0)]","[('obm', 1.0), ('7a9', 1.0), ('n3q', 1.0)]","[('obm', 2.0), ('7a9', 3.0), ('n3q', 3.0)]","[('obm', 6.0), ('7a9', 5.0), ('n3q', 5.0)]"
k8p,"['yo0', '39j', 'vja', 'e30', 'pkl', 'gpm']","['yo0', '39j', 'vja', 'gpm']","['yo0', '39j', 'vja', 'e30', 'pkl', 'gpm']",['gpm'],['gpm'],[],"[('yo0', 2.3), ('39j', 2.0), ('vja', 2.0), ('e30', 2.3), ('pkl', 2.3), ('gpm', 1.7)]","[('yo0', 5.0), ('39j', 2.0), ('vja', 3.0), ('e30', 4.0), ('pkl', 4.0), ('gpm', 3.0)]","[('yo0', 1.0), ('39j', 1.0), ('vja', 2.0), ('e30', 1.0), ('pkl', 1.0), ('gpm', 1.0)]","[('yo0', 1.0), ('39j', 1.0), ('vja', 1.0), ('e30', 1.0), ('pkl', 1.0), ('gpm', 1.0)]","[('yo0', 5.0), ('39j', 7.0), ('vja', 6.0), ('e30', 7.0), ('pkl', 7.0), ('gpm', 7.0)]"
vja,"['k8p', 'gpm', 'e30']","['k8p', 'gpm', 'e30']",['gpm'],[],[],[],"[('k8p', 1.3), ('gpm', 1.3), ('e30', 1.7)]","[('k8p', 4.0), ('gpm', 4.0), ('e30', 5.0)]","[('k8p', 1.0), ('gpm', 1.0), ('e30', 1.0)]","[('k8p', 2.0), ('gpm', 2.0), ('e30', 2.0)]","[('k8p', 6.0), ('gpm', 6.0), ('e30', 6.0)]"
20r,['vug'],['vug'],[],[],['vug'],[],"[('vug', 2.3)]","[('vug', 4.0)]","[('vug', 1.0)]","[('vug', 3.0)]","[('vug', 5.0)]"
ctx,"['5ci', 'r9o']","['5ci', 'r9o']",[],"['5ci', 'r9o']",[],['r9o'],"[('5ci', 3.7), ('r9o', 2.3)]","[('5ci', 6.0), ('r9o', 4.0)]","[('5ci', 1.0), ('r9o', 1.0)]","[('5ci', 3.0), ('r9o', 5.0)]","[('5ci', 2.0), ('r9o', 6.0)]"
8ql,"['jed', 'q9a', 'dky']",['dky'],[],"['jed', 'q9a']",[],[],"[('jed', 1.7), ('q9a', 1.7), ('dky', 2.0)]","[('jed', 3.0), ('q9a', 5.0), ('dky', 3.0)]","[('jed', 1.0), ('q9a', 1.0), ('dky', 1.0)]","[('jed', 2.0), ('q9a', 2.0), ('dky', 2.0)]","[('jed', 2.0), ('q9a', 2.0), ('dky', 2.0)]"
k3y,"['yc4', 'hjk', 'om3', '99v']","['yc4', 'hjk', 'om3', '99v']",[],[],[],[],"[('yc4', 2.7), ('hjk', 1.7), ('om3', 2.0), ('99v', 2.0)]","[('yc4', 2.0), ('hjk', 2.0), ('om3', 3.0), ('99v', 2.0)]","[('yc4', 1.0), ('hjk', 1.0), ('om3', 1.0), ('99v', 1.0)]","[('yc4', 1.0), ('hjk', 1.0), ('om3', 1.0), ('99v', 1.0)]","[('yc4', 6.0), ('hjk', 6.0), ('om3', 6.0), ('99v', 6.0)]"
fno,"['dq4', 'm7x', '7y2']","['dq4', 'm7x', '7y2']",[],[],"['dq4', 'm7x', '7y2']",[],"[('dq4', 2.0), ('m7x', 2.0), ('7y2', 2.0)]","[('dq4', 3.0), ('m7x', 3.0), ('7y2', 3.0)]","[('dq4', 1.0), ('m7x', 1.0), ('7y2', 1.0)]","[('dq4', 4.0), ('m7x', 4.0), ('7y2', 4.0)]","[('dq4', 6.0), ('m7x', 6.0), ('7y2', 6.0)]"
